Id,TITLE,ABSTRACT,INTRODUCTION TO IS,DATA & KNOWLEDGE MANAGEMENT,ETHICAL ISSUES & PRIVACY,SOCIAL COMPUTING,COMPUTER NETWORKS,IS WITHIN ORGANIZATION,COMPUTER SCIENCE
394,Metastable Markov chains: from the convergence of the trace to the convergence of the finite-dimensional distributions,"We consider continuous-time Markov chains which display a family of wells at
 the same depth. We provide sufficient conditions which entail the convergence
 of the finite-dimensional distributions of the order parameter to the ones of a
 finite state Markov chain. We also show that the state of the process can be
 represented as a time-dependent convex combination of metastable states, each
 of which is supported on one well.",0,0,1,0,0,0,
395,Construction of embedded periodic surfaces in $\mathbb{R}^n$,"We construct embedded minimal surfaces which are $n$-periodic in
 $\mathbb{R}^n$. They are new for codimension $n-2\ge 2$. We start with a Jordan
 curve of edges of the $n$-dimensional cube. It bounds a Plateau minimal disk
 which Schwarz reflection extends to a complete minimal surface. Studying the
 group of Schwarz reflections, we can characterize those Jordan curves for which
 the complete surface is embedded. For example, for $n=4$ exactly five such
 Jordan curves generate embedded surfaces. Our results apply to surface classes
 other than minimal as well, for instance polygonal surfaces.",0,0,1,0,0,0,
396,A System of Three Super Earths Transiting the Late K-Dwarf GJ 9827 at Thirty Parsecs,"We report the discovery of three small transiting planets orbiting GJ 9827, a
 bright (K = 7.2) nearby late K-type dwarf star. GJ 9827 hosts a $1.62\pm0.11$
 $R_{\rm \oplus}$ super Earth on a 1.2 day period, a $1.269^{+0.087}_{-0.089}$
 $R_{\rm \oplus}$ super Earth on a 3.6 day period, and a $2.07\pm0.14$ $R_{\rm
 \oplus}$ super Earth on a 6.2 day period. The radii of the planets transiting
 GJ 9827 span the transition between predominantly rocky and gaseous planets,
 and GJ 9827 b and c fall in or close to the known gap in the radius
 distribution of small planets between these populations. At a distance of 30
 parsecs, GJ 9827 is the closest exoplanet host discovered by K2 to date, making
 these planets well-suited for atmospheric studies with the upcoming James Webb
 Space Telescope. The GJ 9827 system provides a valuable opportunity to
 characterize interior structure and atmospheric properties of coeval planets
 spanning the rocky to gaseous transition.",0,1,0,0,0,0,
397,State Sum Invariants of Three Manifolds from Spherical Multi-fusion Categories,"We define a family of quantum invariants of closed oriented $3$-manifolds
 using spherical multi-fusion categories. The state sum nature of this invariant
 leads directly to $(2+1)$-dimensional topological quantum field theories
 ($\text{TQFT}$s), which generalize the Turaev-Viro-Barrett-Westbury
 ($\text{TVBW}$) $\text{TQFT}$s from spherical fusion categories. The invariant
 is given as a state sum over labeled triangulations, which is mostly parallel
 to, but richer than the $\text{TVBW}$ approach in that here the labels live not
 only on $1$-simplices but also on $0$-simplices. It is shown that a
 multi-fusion category in general cannot be a spherical fusion category in the
 usual sense. Thus we introduce the concept of a spherical multi-fusion category
 by imposing a weakened version of sphericity. Besides containing the
 $\text{TVBW}$ theory, our construction also includes the recent higher gauge
 theory $(2+1)$-$\text{TQFT}$s given by Kapustin and Thorngren, which was not
 known to have a categorical origin before.",0,1,1,0,0,0,
398,Sparse Neural Networks Topologies,"We propose Sparse Neural Network architectures that are based on random or
 structured bipartite graph topologies. Sparse architectures provide compression
 of the models learned and speed-ups of computations, they can also surpass
 their unstructured or fully connected counterparts. As we show, even more
 compact topologies of the so-called SNN (Sparse Neural Network) can be achieved
 with the use of structured graphs of connections between consecutive layers of
 neurons. In this paper, we investigate how the accuracy and training speed of
 the models depend on the topology and sparsity of the neural network. Previous
 approaches using sparcity are all based on fully connected neural network
 models and create sparcity during training phase, instead we explicitly define
 a sparse architectures of connections before the training. Building compact
 neural network models is coherent with empirical observations showing that
 there is much redundancy in learned neural network models. We show
 experimentally that the accuracy of the models learned with neural networks
 depends on expander-like properties of the underlying topologies such as the
 spectral gap and algebraic connectivity rather than the density of the graphs
 of connections.",1,0,0,1,0,0,
399,Human perception in computer vision,"Computer vision has made remarkable progress in recent years. Deep neural
 network (DNN) models optimized to identify objects in images exhibit
 unprecedented task-trained accuracy and, remarkably, some generalization
 ability: new visual problems can now be solved more easily based on previous
 learning. Biological vision (learned in life and through evolution) is also
 accurate and general-purpose. Is it possible that these different learning
 regimes converge to similar problem-dependent optimal computations? We
 therefore asked whether the human system-level computation of visual perception
 has DNN correlates and considered several anecdotal test cases. We found that
 perceptual sensitivity to image changes has DNN mid-computation correlates,
 while sensitivity to segmentation, crowding and shape has DNN end-computation
 correlates. Our results quantify the applicability of using DNN computation to
 estimate perceptual loss, and are consistent with the fascinating theoretical
 view that properties of human perception are a consequence of
 architecture-independent visual learning.",1,0,0,0,0,0,
400,Analyses and estimation of certain design parameters of micro-grooved heat pipes,"A numerical analysis of heat conduction through the cover plate of a heat
 pipe is carried out to determine the temperature of the working substance,
 average temperature of heating and cooling surfaces, heat spread in the
 transmitter, and the heat bypass through the cover plate. Analysis has been
 extended for the estimation of heat transfer requirements at the outer surface
 of the con- denser under different heat load conditions using Genetic
 Algorithm. This paper also presents the estimation of an average heat transfer
 coefficient for the boiling and condensation of the working substance inside
 the microgrooves corresponding to a known temperature of the heat source. The
 equation of motion of the working fluid in the meniscus of an equilateral
 triangular groove has been presented from which a new term called the minimum
 surface tension required for avoiding the dry out condition is defined.
 Quantitative results showing the effect of thickness of cover plate, heat load,
 angle of inclination and viscosity of the working fluid on the different
 aspects of the heat transfer, minimum surface tension required to avoid dry
 out, velocity distribution of the liquid, and radius of liquid meniscus inside
 the micro-grooves have been presented and discussed.",0,1,0,0,0,0,
401,"Merge decompositions, two-sided Krohn-Rhodes, and aperiodic pointlikes","This paper provides short proofs of two fundamental theorems of finite
 semigroup theory whose previous proofs were significantly longer, namely the
 two-sided Krohn-Rhodes decomposition theorem and Henckell's aperiodic pointlike
 theorem, using a new algebraic technique that we call the merge decomposition.
 A prototypical application of this technique decomposes a semigroup $T$ into a
 two-sided semidirect product whose components are built from two subsemigroups
 $T_1,T_2$, which together generate $T$, and the subsemigroup generated by their
 setwise product $T_1T_2$. In this sense we decompose $T$ by merging the
 subsemigroups $T_1$ and $T_2$. More generally, our technique merges semigroup
 homomorphisms from free semigroups.",1,0,1,0,0,0,
402,Deep Multimodal Image-Repurposing Detection,"Nefarious actors on social media and other platforms often spread rumors and
 falsehoods through images whose metadata (e.g., captions) have been modified to
 provide visual substantiation of the rumor/falsehood. This type of modification
 is referred to as image repurposing, in which often an unmanipulated image is
 published along with incorrect or manipulated metadata to serve the actor's
 ulterior motives. We present the Multimodal Entity Image Repurposing (MEIR)
 dataset, a substantially challenging dataset over that which has been
 previously available to support research into image repurposing detection. The
 new dataset includes location, person, and organization manipulations on
 real-world data sourced from Flickr. We also present a novel, end-to-end, deep
 multimodal learning model for assessing the integrity of an image by combining
 information extracted from the image with related information from a knowledge
 base. The proposed method is compared against state-of-the-art techniques on
 existing datasets as well as MEIR, where it outperforms existing methods across
 the board, with AUC improvement up to 0.23.",1,0,0,0,0,0,
403,DeepFense: Online Accelerated Defense Against Adversarial Deep Learning,"Recent advances in adversarial Deep Learning (DL) have opened up a largely
 unexplored surface for malicious attacks jeopardizing the integrity of
 autonomous DL systems. With the wide-spread usage of DL in critical and
 time-sensitive applications, including unmanned vehicles, drones, and video
 surveillance systems, online detection of malicious inputs is of utmost
 importance. We propose DeepFense, the first end-to-end automated framework that
 simultaneously enables efficient and safe execution of DL models. DeepFense
 formalizes the goal of thwarting adversarial attacks as an optimization problem
 that minimizes the rarely observed regions in the latent feature space spanned
 by a DL network. To solve the aforementioned minimization problem, a set of
 complementary but disjoint modular redundancies are trained to validate the
 legitimacy of the input samples in parallel with the victim DL model. DeepFense
 leverages hardware/software/algorithm co-design and customized acceleration to
 achieve just-in-time performance in resource-constrained settings. The proposed
 countermeasure is unsupervised, meaning that no adversarial sample is leveraged
 to train modular redundancies. We further provide an accompanying API to reduce
 the non-recurring engineering cost and ensure automated adaptation to various
 platforms. Extensive evaluations on FPGAs and GPUs demonstrate up to two orders
 of magnitude performance improvement while enabling online adversarial sample
 detection.",1,0,0,1,0,0,
404,Retrospective Higher-Order Markov Processes for User Trails,"Users form information trails as they browse the web, checkin with a
 geolocation, rate items, or consume media. A common problem is to predict what
 a user might do next for the purposes of guidance, recommendation, or
 prefetching. First-order and higher-order Markov chains have been widely used
 methods to study such sequences of data. First-order Markov chains are easy to
 estimate, but lack accuracy when history matters. Higher-order Markov chains,
 in contrast, have too many parameters and suffer from overfitting the training
 data. Fitting these parameters with regularization and smoothing only offers
 mild improvements. In this paper we propose the retrospective higher-order
 Markov process (RHOMP) as a low-parameter model for such sequences. This model
 is a special case of a higher-order Markov chain where the transitions depend
 retrospectively on a single history state instead of an arbitrary combination
 of history states. There are two immediate computational advantages: the number
 of parameters is linear in the order of the Markov chain and the model can be
 fit to large state spaces. Furthermore, by providing a specific structure to
 the higher-order chain, RHOMPs improve the model accuracy by efficiently
 utilizing history states without risks of overfitting the data. We demonstrate
 how to estimate a RHOMP from data and we demonstrate the effectiveness of our
 method on various real application datasets spanning geolocation data, review
 sequences, and business locations. The RHOMP model uniformly outperforms
 higher-order Markov chains, Kneser-Ney regularization, and tensor
 factorizations in terms of prediction accuracy.",1,0,0,1,0,0,
405,Frank-Wolfe with Subsampling Oracle,"We analyze two novel randomized variants of the Frank-Wolfe (FW) or
 conditional gradient algorithm. While classical FW algorithms require solving a
 linear minimization problem over the domain at each iteration, the proposed
 method only requires to solve a linear minimization problem over a small
 \emph{subset} of the original domain. The first algorithm that we propose is a
 randomized variant of the original FW algorithm and achieves a
 $\mathcal{O}(1/t)$ sublinear convergence rate as in the deterministic
 counterpart. The second algorithm is a randomized variant of the Away-step FW
 algorithm, and again as its deterministic counterpart, reaches linear (i.e.,
 exponential) convergence rate making it the first provably convergent
 randomized variant of Away-step FW. In both cases, while subsampling reduces
 the convergence rate by a constant factor, the linear minimization step can be
 a fraction of the cost of that of the deterministic versions, especially when
 the data is streamed. We illustrate computational gains of the algorithms on
 regression problems, involving both $\ell_1$ and latent group lasso penalties.",0,0,0,1,0,0,
406,A mean value formula and a Liouville theorem for the complex Monge-Amp??re equation,"In this paper, we prove a mean value formula for bounded subharmonic
 Hermitian matrix valued function on a complete Riemannian manifold with
 nonnegative Ricci curvature. As its application, we obtain a Liouville type
 theorem for the complex Monge-Amp??re equation on product manifolds.",0,0,1,0,0,0,
407,Bayesian Image Quality Transfer with CNNs: Exploring Uncertainty in dMRI Super-Resolution,"In this work, we investigate the value of uncertainty modeling in 3D
 super-resolution with convolutional neural networks (CNNs). Deep learning has
 shown success in a plethora of medical image transformation problems, such as
 super-resolution (SR) and image synthesis. However, the highly ill-posed nature
 of such problems results in inevitable ambiguity in the learning of networks.
 We propose to account for intrinsic uncertainty through a per-patch
 heteroscedastic noise model and for parameter uncertainty through approximate
 Bayesian inference in the form of variational dropout. We show that the
 combined benefits of both lead to the state-of-the-art performance SR of
 diffusion MR brain images in terms of errors compared to ground truth. We
 further show that the reduced error scores produce tangible benefits in
 downstream tractography. In addition, the probabilistic nature of the methods
 naturally confers a mechanism to quantify uncertainty over the super-resolved
 output. We demonstrate through experiments on both healthy and pathological
 brains the potential utility of such an uncertainty measure in the risk
 assessment of the super-resolved images for subsequent clinical use.",1,0,0,0,0,0,
408,Yu-Shiba-Rusinov bands in superconductors in contact with a magnetic insulator,"Superconductor-Ferromagnet (SF) heterostructures are of interest due to
 numerous phenomena related to the spin-dependent interaction of Cooper pairs
 with the magnetization. Here we address the effects of a magnetic insulator on
 the density of states of a superconductor based on a recently developed
 boundary condition for strongly spin-dependent interfaces. We show that the
 boundary to a magnetic insulator has a similar effect like the presence of
 magnetic impurities. In particular we find that the impurity effects of
 strongly scattering localized spins leading to the formation of Shiba bands can
 be mapped onto the boundary problem.",0,1,0,0,0,0,
409,Bayesian Optimization for Probabilistic Programs,"We present the first general purpose framework for marginal maximum a
 posteriori estimation of probabilistic program variables. By using a series of
 code transformations, the evidence of any probabilistic program, and therefore
 of any graphical model, can be optimized with respect to an arbitrary subset of
 its sampled variables. To carry out this optimization, we develop the first
 Bayesian optimization package to directly exploit the source code of its
 target, leading to innovations in problem-independent hyperpriors, unbounded
 optimization, and implicit constraint satisfaction; delivering significant
 performance improvements over prominent existing packages. We present
 applications of our method to a number of tasks including engineering design
 and parameter optimization.",1,0,0,1,0,0,
410,Long-Term Load Forecasting Considering Volatility Using Multiplicative Error Model,"Long-term load forecasting plays a vital role for utilities and planners in
 terms of grid development and expansion planning. An overestimate of long-term
 electricity load will result in substantial wasted investment in the
 construction of excess power facilities, while an underestimate of future load
 will result in insufficient generation and unmet demand. This paper presents
 first-of-its-kind approach to use multiplicative error model (MEM) in
 forecasting load for long-term horizon. MEM originates from the structure of
 autoregressive conditional heteroscedasticity (ARCH) model where conditional
 variance is dynamically parameterized and it multiplicatively interacts with an
 innovation term of time-series. Historical load data, accessed from a U.S.
 regional transmission operator, and recession data for years 1993-2016 is used
 in this study. The superiority of considering volatility is proven by
 out-of-sample forecast results as well as directional accuracy during the great
 economic recession of 2008. To incorporate future volatility, backtesting of
 MEM model is performed. Two performance indicators used to assess the proposed
 model are mean absolute percentage error (for both in-sample model fit and
 out-of-sample forecasts) and directional accuracy.",0,0,0,1,0,0,
411,Geometrically stopped Markovian random growth processes and Pareto tails,"Many empirical studies document power law behavior in size distributions of
 economic interest such as cities, firms, income, and wealth. One mechanism for
 generating such behavior combines independent and identically distributed
 Gaussian additive shocks to log-size with a geometric age distribution. We
 generalize this mechanism by allowing the shocks to be non-Gaussian (but
 light-tailed) and dependent upon a Markov state variable. Our main results
 provide sharp bounds on tail probabilities and simple formulas for Pareto
 exponents. We present two applications: (i) we show that the tails of the
 wealth distribution in a heterogeneous-agent dynamic general equilibrium model
 with idiosyncratic endowment risk decay exponentially, unlike models with
 investment risk where the tails may be Paretian, and (ii) we show that a random
 growth model for the population dynamics of Japanese prefectures is consistent
 with the observed Pareto exponent but only after allowing for Markovian
 dynamics.",0,0,1,0,0,0,
412,Mathematics of Topological Quantum Computing,"In topological quantum computing, information is encoded in ""knotted"" quantum
 states of topological phases of matter, thus being locked into topology to
 prevent decay. Topological precision has been confirmed in quantum Hall liquids
 by experiments to an accuracy of $10^{-10}$, and harnessed to stabilize quantum
 memory. In this survey, we discuss the conceptual development of this
 interdisciplinary field at the juncture of mathematics, physics and computer
 science. Our focus is on computing and physical motivations, basic mathematical
 notions and results, open problems and future directions related to and/or
 inspired by topological quantum computing.",0,1,1,0,0,0,
413,Graph Clustering using Effective Resistance,"$ \def\vecc#1{\boldsymbol{#1}} $We design a polynomial time algorithm that
 for any weighted undirected graph $G = (V, E,\vecc w)$ and sufficiently large
 $\delta > 1$, partitions $V$ into subsets $V_1, \ldots, V_h$ for some $h\geq
 1$, such that
 $\bullet$ at most $\delta^{-1}$ fraction of the weights are between clusters,
 i.e. \[ w(E - \cup_{i = 1}^h E(V_i)) \lesssim \frac{w(E)}{\delta};\]
 $\bullet$ the effective resistance diameter of each of the induced subgraphs
 $G[V_i]$ is at most $\delta^3$ times the average weighted degree, i.e. \[
 \max_{u, v \in V_i} \mathsf{Reff}_{G[V_i]}(u, v) \lesssim \delta^3 \cdot
 \frac{|V|}{w(E)} \quad \text{ for all } i=1, \ldots, h.\]
 In particular, it is possible to remove one percent of weight of edges of any
 given graph such that each of the resulting connected components has effective
 resistance diameter at most the inverse of the average weighted degree.
 Our proof is based on a new connection between effective resistance and low
 conductance sets. We show that if the effective resistance between two vertices
 $u$ and $v$ is large, then there must be a low conductance cut separating $u$
 from $v$. This implies that very mildly expanding graphs have constant
 effective resistance diameter. We believe that this connection could be of
 independent interest in algorithm design.",1,0,0,0,0,0,
414,Self-supervised learning: When is fusion of the primary and secondary sensor cue useful?,"Self-supervised learning (SSL) is a reliable learning mechanism in which a
 robot enhances its perceptual capabilities. Typically, in SSL a trusted,
 primary sensor cue provides supervised training data to a secondary sensor cue.
 In this article, a theoretical analysis is performed on the fusion of the
 primary and secondary cue in a minimal model of SSL. A proof is provided that
 determines the specific conditions under which it is favorable to perform
 fusion. In short, it is favorable when (i) the prior on the target value is
 strong or (ii) the secondary cue is sufficiently accurate. The theoretical
 findings are validated with computational experiments. Subsequently, a
 real-world case study is performed to investigate if fusion in SSL is also
 beneficial when assumptions of the minimal model are not met. In particular, a
 flying robot learns to map pressure measurements to sonar height measurements
 and then fuses the two, resulting in better height estimation. Fusion is also
 beneficial in the opposite case, when pressure is the primary cue. The analysis
 and results are encouraging to study SSL fusion also for other robots and
 sensors.",1,0,0,0,0,0,
415,Playing Atari with Six Neurons,"Deep reinforcement learning on Atari games maps pixel directly to actions;
 internally, the deep neural network bears the responsibility of both extracting
 useful information and making decisions based on it. Aiming at devoting entire
 deep networks to decision making alone, we propose a new method for learning
 policies and compact state representations separately but simultaneously for
 policy approximation in reinforcement learning. State representations are
 generated by a novel algorithm based on Vector Quantization and Sparse Coding,
 trained online along with the network, and capable of growing its dictionary
 size over time. We also introduce new techniques allowing both the neural
 network and the evolution strategy to cope with varying dimensions. This
 enables networks of only 6 to 18 neurons to learn to play a selection of Atari
 games with performance comparable---and occasionally superior---to
 state-of-the-art techniques using evolution strategies on deep networks two
 orders of magnitude larger.",0,0,0,1,0,0,
416,Contraction and uniform convergence of isotonic regression,"We consider the problem of isotonic regression, where the underlying signal
 $x$ is assumed to satisfy a monotonicity constraint, that is, $x$ lies in the
 cone $\{ x\in\mathbb{R}^n : x_1 \leq \dots \leq x_n\}$. We study the isotonic
 projection operator (projection to this cone), and find a necessary and
 sufficient condition characterizing all norms with respect to which this
 projection is contractive. This enables a simple and non-asymptotic analysis of
 the convergence properties of isotonic regression, yielding uniform confidence
 bands that adapt to the local Lipschitz properties of the signal.",0,0,1,1,0,0,
417,A Systematic Approach for Exploring Tradeoffs in Predictive HVAC Control Systems for Buildings,"Heating, Ventilation, and Cooling (HVAC) systems are often the most
 significant contributor to the energy usage, and the operational cost, of large
 office buildings. Therefore, to understand the various factors affecting the
 energy usage, and to optimize the operational efficiency of building HVAC
 systems, energy analysts and architects often create simulations (e.g.,
 EnergyPlus or DOE-2), of buildings prior to construction or renovation to
 determine energy savings and quantify the Return-on-Investment (ROI). While
 useful, these simulations usually use static HVAC control strategies such as
 lowering room temperature at night, or reactive control based on simulated room
 occupancy. Recently, advances have been made in HVAC control algorithms that
 predict room occupancy. However, these algorithms depend on costly sensor
 installations and the tradeoffs between predictive accuracy, energy savings,
 comfort and expenses are not well understood. Current simulation frameworks do
 not support easy analysis of these tradeoffs. Our contribution is a simulation
 framework that can be used to explore this design space by generating objective
 estimates of the energy savings and occupant comfort for different levels of
 HVAC prediction and control performance. We validate our framework on a
 real-world occupancy dataset spanning 6 months for 235 rooms in a large
 university office building. Using the gold standard of energy use modeling and
 simulation (Revit and Energy Plus), we compare the energy consumption and
 occupant comfort in 29 independent simulations that explore our parameter
 space. Our results highlight a number of potentially useful tradeoffs with
 respect to energy savings, comfort, and algorithmic performance among
 predictive, reactive, and static schedules, for a stakeholder of our building.",1,0,0,0,0,0,
418,On types of degenerate critical points of real polynomial functions,"In this paper, we consider the problem of identifying the type (local
 minimizer, maximizer or saddle point) of a given isolated real critical point
 $c$, which is degenerate, of a multivariate polynomial function $f$. To this
 end, we introduce the definition of faithful radius of $c$ by means of the
 curve of tangency of $f$. We show that the type of $c$ can be determined by the
 global extrema of $f$ over the Euclidean ball centered at $c$ with a faithful
 radius.We propose algorithms to compute a faithful radius of $c$ and determine
 its type.",0,0,1,0,0,0,
419,Contribution of Data Categories to Readmission Prediction Accuracy,"Identification of patients at high risk for readmission could help reduce
 morbidity and mortality as well as healthcare costs. Most of the existing
 studies on readmission prediction did not compare the contribution of data
 categories. In this study we analyzed relative contribution of 90,101 variables
 across 398,884 admission records corresponding to 163,468 patients, including
 patient demographics, historical hospitalization information, discharge
 disposition, diagnoses, procedures, medications and laboratory test results. We
 established an interpretable readmission prediction model based on Logistic
 Regression in scikit-learn, and added the available variables to the model one
 by one in order to analyze the influences of individual data categories on
 readmission prediction accuracy. Diagnosis related groups (c-statistic
 increment of 0.0933) and discharge disposition (c-statistic increment of
 0.0269) were the strongest contributors to model accuracy. Additionally, we
 also identified the top ten contributing variables in every data category.",0,0,0,0,1,0,
420,Tropical recurrent sequences,"Tropical recurrent sequences are introduced satisfying a given vector (being
 a tropical counterpart of classical linear recurrent sequences). We consider
 the case when Newton polygon of the vector has a single (bounded) edge. In this
 case there are periodic tropical recurrent sequences which are similar to
 classical linear recurrent sequences. A question is studied when there exists a
 non-periodic tropical recurrent sequence satisfying a given vector, and partial
 answers are provided to this question. Also an algorithm is designed which
 tests existence of non-periodic tropical recurrent sequences satisfying a given
 vector with integer coordinates. Finally, we introduce a tropical entropy of a
 vector and provide some bounds on it.",1,0,0,0,0,0,
421,Invariance of Weight Distributions in Rectified MLPs,"An interesting approach to analyzing neural networks that has received
 renewed attention is to examine the equivalent kernel of the neural network.
 This is based on the fact that a fully connected feedforward network with one
 hidden layer, a certain weight distribution, an activation function, and an
 infinite number of neurons can be viewed as a mapping into a Hilbert space. We
 derive the equivalent kernels of MLPs with ReLU or Leaky ReLU activations for
 all rotationally-invariant weight distributions, generalizing a previous result
 that required Gaussian weight distributions. Additionally, the Central Limit
 Theorem is used to show that for certain activation functions, kernels
 corresponding to layers with weight distributions having $0$ mean and finite
 absolute third moment are asymptotically universal, and are well approximated
 by the kernel corresponding to layers with spherical Gaussian weights. In deep
 networks, as depth increases the equivalent kernel approaches a pathological
 fixed point, which can be used to argue why training randomly initialized
 networks can be difficult. Our results also have implications for weight
 initialization.",1,0,0,1,0,0,
422,Learning to Adapt by Minimizing Discrepancy,"We explore whether useful temporal neural generative models can be learned
 from sequential data without back-propagation through time. We investigate the
 viability of a more neurocognitively-grounded approach in the context of
 unsupervised generative modeling of sequences. Specifically, we build on the
 concept of predictive coding, which has gained influence in cognitive science,
 in a neural framework. To do so we develop a novel architecture, the Temporal
 Neural Coding Network, and its learning algorithm, Discrepancy Reduction. The
 underlying directed generative model is fully recurrent, meaning that it
 employs structural feedback connections and temporal feedback connections,
 yielding information propagation cycles that create local learning signals.
 This facilitates a unified bottom-up and top-down approach for information
 transfer inside the architecture. Our proposed algorithm shows promise on the
 bouncing balls generative modeling problem. Further experiments could be
 conducted to explore the strengths and weaknesses of our approach.",1,0,0,1,0,0,
423,Incarnation of Majorana Fermions in Kitaev Quantum Spin Lattice,"Kitaev quantum spin liquid is a topological magnetic quantum state
 characterized by Majorana fermions of fractionalized spin excitations, which
 are identical to their own antiparticles. Here, we demonstrate emergence of
 Majorana fermions thermally fractionalized in the Kitaev honeycomb spin lattice
 {\alpha}-RuCl3. The specific heat data unveil the characteristic two-stage
 release of magnetic entropy involving localized and itinerant Majorana
 fermions. The inelastic neutron scattering results further corroborate these
 two distinct fermions by exhibiting quasielastic excitations at low energies
 around the Brillouin zone center and Y-shaped magnetic continuum at high
 energies, which are evident for the ferromagnetic Kitaev model. Our results
 provide an opportunity to build a unified conceptual framework of
 fractionalized excitations, applicable also for the quantum Hall states,
 superconductors, and frustrated magnets.",0,1,0,0,0,0,
424,Haro 11: Where is the Lyman continuum source?,"Identifying the mechanism by which high energy Lyman continuum (LyC) photons
 escaped from early galaxies is one of the most pressing questions in cosmic
 evolution. Haro 11 is the best known local LyC leaking galaxy, providing an
 important opportunity to test our understanding of LyC escape. The observed LyC
 emission in this galaxy presumably originates from one of the three bright,
 photoionizing knots known as A, B, and C. It is known that Knot C has strong
 Ly$\alpha$ emission, and Knot B hosts an unusually bright ultraluminous X-ray
 source, which may be a low-luminosity AGN. To clarify the LyC source, we carry
 out ionization-parameter mapping (IPM) by obtaining narrow-band imaging from
 the Hubble Space Telescope WFC3 and ACS cameras to construct spatially resolved
 ratio maps of [OIII]/[OII] emission from the galaxy. IPM traces the ionization
 structure of the interstellar medium and allows us to identify optically thin
 regions. To optimize the continuum subtraction, we introduce a new method for
 determining the best continuum scale factor derived from the mode of the
 continuum-subtracted, image flux distribution. We find no conclusive evidence
 of LyC escape from Knots B or C, but instead, we identify a high-ionization
 region extending over at least 1 kpc from Knot A. Knot A shows evidence of an
 extremely young age ($\lesssim 1$ Myr), perhaps containing very massive stars
 ($>100$ M$_\odot$). It is weak in Ly$\alpha$, so if it is confirmed as the LyC
 source, our results imply that LyC emission may be independent of Ly$\alpha$
 emission.",0,1,0,0,0,0,
425,Typed Closure Conversion for the Calculus of Constructions,"Dependently typed languages such as Coq are used to specify and verify the
 full functional correctness of source programs. Type-preserving compilation can
 be used to preserve these specifications and proofs of correctness through
 compilation into the generated target-language programs. Unfortunately,
 type-preserving compilation of dependent types is hard. In essence, the problem
 is that dependent type systems are designed around high-level compositional
 abstractions to decide type checking, but compilation interferes with the
 type-system rules for reasoning about run-time terms.
 We develop a type-preserving closure-conversion translation from the Calculus
 of Constructions (CC) with strong dependent pairs ($\Sigma$ types)---a subset
 of the core language of Coq---to a type-safe, dependently typed compiler
 intermediate language named CC-CC. The central challenge in this work is how to
 translate the source type-system rules for reasoning about functions into
 target type-system rules for reasoning about closures. To justify these rules,
 we prove soundness of CC-CC by giving a model in CC. In addition to type
 preservation, we prove correctness of separate compilation.",1,0,0,0,0,0,
426,Untangling Planar Curves,"Any generic closed curve in the plane can be transformed into a simple closed
 curve by a finite sequence of local transformations called homotopy moves. We
 prove that simplifying a planar closed curve with $n$ self-crossings requires
 $\Theta(n^{3/2})$ homotopy moves in the worst case. Our algorithm improves the
 best previous upper bound $O(n^2)$, which is already implicit in the classical
 work of Steinitz; the matching lower bound follows from the construction of
 closed curves with large defect, a topological invariant of generic closed
 curves introduced by Aicardi and Arnold. Our lower bound also implies that
 $\Omega(n^{3/2})$ facial electrical transformations are required to reduce any
 plane graph with treewidth $\Omega(\sqrt{n})$ to a single vertex, matching
 known upper bounds for rectangular and cylindrical grid graphs. More generally,
 we prove that transforming one immersion of $k$ circles with at most $n$
 self-crossings into another requires $\Theta(n^{3/2} + nk + k^2)$ homotopy
 moves in the worst case. Finally, we prove that transforming one
 noncontractible closed curve to another on any orientable surface requires
 $\Omega(n^2)$ homotopy moves in the worst case; this lower bound is tight if
 the curve is homotopic to a simple closed curve.",1,0,1,0,0,0,
427,Greedy-Merge Degrading has Optimal Power-Law,"Consider a channel with a given input distribution. Our aim is to degrade it
 to a channel with at most L output letters. One such degradation method is the
 so called ""greedy-merge"" algorithm. We derive an upper bound on the reduction
 in mutual information between input and output. For fixed input alphabet size
 and variable L, the upper bound is within a constant factor of an
 algorithm-independent lower bound. Thus, we establish that greedy-merge is
 optimal in the power-law sense.",1,0,1,0,0,0,
428,Radially distributed values and normal families,"Let $L_0$ and $L_1$ be two distinct rays emanating from the origin and let
 ${\mathcal F}$ be the family of all functions holomorphic in the unit disk
 ${\mathbb D}$ for which all zeros lie on $L_0$ while all $1$-points lie on
 $L_1$. It is shown that ${\mathcal F}$ is normal in ${\mathbb
 D}\backslash\{0\}$. The case where $L_0$ is the positive real axis and $L_1$ is
 the negative real axis is studied in more detail.",0,0,1,0,0,0,
429,Characterizing Exoplanet Habitability,"A habitable exoplanet is a world that can maintain stable liquid water on its
 surface. Techniques and approaches to characterizing such worlds are essential,
 as performing a census of Earth-like planets that may or may not have life will
 inform our understanding of how frequently life originates and is sustained on
 worlds other than our own. Observational techniques like high contrast imaging
 and transit spectroscopy can reveal key indicators of habitability for
 exoplanets. Both polarization measurements and specular reflectance from oceans
 (also known as ""glint"") can provide direct evidence for surface liquid water,
 while constraining surface pressure and temperature (from moderate resolution
 spectra) can indicate liquid water stability. Indirect evidence for
 habitability can come from a variety of sources, including observations of
 variability due to weather, surface mapping studies, and/or measurements of
 water vapor or cloud profiles that indicate condensation near a surface.
 Approaches to making the types of measurements that indicate habitability are
 diverse, and have different considerations for the required wavelength range,
 spectral resolution, maximum noise levels, stellar host temperature, and
 observing geometry.",0,1,0,0,0,0,
